timestamp,             Outlet T, Inlet T, CPU1 T, CPU2 T,   FAN0 SP,    FAN8 SP,   GPU0 T,  GPU1 T,  GPU2 T,  GPU3 T,  GPU4 T,  GPU5 T,  GPU6 T,  GPU7 T 
2025-08-14 15:35:30   | 25.000 | 19.000 | 27.000 | 28.000 | 12696.000 | 15456.000 | 29.000 | 29.000 | 28.000 | 27.000 | 28.000 | 28.000 | 28.000 | 28.000
---------------------------------------------------------------- 
           timestamp,               FAN0 SP,    FAN1 SP,     FAN2 SP,    FAN3 SP,    FAN4 SP,    FAN5 SP,     FAN6 SP,   FAN7 SP,     FAN8 SP,    FAN9 SP,  FAN10 SP 
ALL FANS | 2025-08-14 15:35:30   | 12696.000 | 13248.000 | 12696.000 | 12696.000 | 12558.000 | 12696.000 | 12696.000 | 13110.000 | 15456.000 | 12696.000 | 12696.000
---------------------------------------------------------------- 
timestamp,            cpu_used,mem_used,disk_io
2025-08-14 15:35:30   | 13.52 |  11.23 |  29.90 |
---------------------------------------------------------------- 
timestamp,             Outlet T, Inlet T, CPU1 T, CPU2 T,   FAN0 SP,    FAN8 SP,   GPU0 T,  GPU1 T,  GPU2 T,  GPU3 T,  GPU4 T,  GPU5 T,  GPU6 T,  GPU7 T 
2025-08-14 15:35:43   | 25.000 | 19.000 | 29.000 | 29.000 | 12834.000 | 15870.000 | 40.000 | 41.000 | 39.000 | 38.000 | 39.000 | 38.000 | 39.000 | 42.000
---------------------------------------------------------------- 
           timestamp,               FAN0 SP,    FAN1 SP,     FAN2 SP,    FAN3 SP,    FAN4 SP,    FAN5 SP,     FAN6 SP,   FAN7 SP,     FAN8 SP,    FAN9 SP,  FAN10 SP 
ALL FANS | 2025-08-14 15:35:43   | 12834.000 | 12972.000 | 13110.000 | 12696.000 | 13110.000 | 12420.000 | 12834.000 | 12420.000 | 15870.000 | 12144.000 | 12558.000
---------------------------------------------------------------- 
timestamp,            cpu_used,mem_used,disk_io
2025-08-14 15:35:43   | 13.36 |  20.37 |  29.30 |
---------------------------------------------------------------- 
timestamp,             Outlet T, Inlet T, CPU1 T, CPU2 T,   FAN0 SP,    FAN8 SP,   GPU0 T,  GPU1 T,  GPU2 T,  GPU3 T,  GPU4 T,  GPU5 T,  GPU6 T,  GPU7 T 
2025-08-14 15:35:57   | 25.000 | 19.000 | 29.000 | 29.000 | 12558.000 | 16008.000 | 48.000 | 48.000 | 46.000 | 45.000 | 46.000 | 44.000 | 46.000 | 47.000
---------------------------------------------------------------- 
           timestamp,               FAN0 SP,    FAN1 SP,     FAN2 SP,    FAN3 SP,    FAN4 SP,    FAN5 SP,     FAN6 SP,   FAN7 SP,     FAN8 SP,    FAN9 SP,  FAN10 SP 
ALL FANS | 2025-08-14 15:35:57   | 12558.000 | 12972.000 | 12834.000 | 12558.000 | 12834.000 | 12558.000 | 13110.000 | 12972.000 | 16008.000 | 12420.000 | 12972.000
---------------------------------------------------------------- 
timestamp,            cpu_used,mem_used,disk_io
2025-08-14 15:35:57   | 13.34 |  20.36 |  0.00 |
---------------------------------------------------------------- 
timestamp,             Outlet T, Inlet T, CPU1 T, CPU2 T,   FAN0 SP,    FAN8 SP,   GPU0 T,  GPU1 T,  GPU2 T,  GPU3 T,  GPU4 T,  GPU5 T,  GPU6 T,  GPU7 T 
2025-08-14 15:36:09   | 25.000 | 19.000 | 30.000 | 29.000 | 12696.000 | 15732.000 | 51.000 | 51.000 | 49.000 | 48.000 | 49.000 | 47.000 | 49.000 | 50.000
---------------------------------------------------------------- 
           timestamp,               FAN0 SP,    FAN1 SP,     FAN2 SP,    FAN3 SP,    FAN4 SP,    FAN5 SP,     FAN6 SP,   FAN7 SP,     FAN8 SP,    FAN9 SP,  FAN10 SP 
ALL FANS | 2025-08-14 15:36:09   | 12696.000 | 12972.000 | 13110.000 | 12558.000 | 12834.000 | 12282.000 | 12972.000 | 12558.000 | 15732.000 | 12558.000 | 12420.000
---------------------------------------------------------------- 
timestamp,            cpu_used,mem_used,disk_io
2025-08-14 15:36:09   | 13.35 |  20.36 |  0.00 |
---------------------------------------------------------------- 
timestamp,             Outlet T, Inlet T, CPU1 T, CPU2 T,   FAN0 SP,    FAN8 SP,   GPU0 T,  GPU1 T,  GPU2 T,  GPU3 T,  GPU4 T,  GPU5 T,  GPU6 T,  GPU7 T 
2025-08-14 15:36:22   | 25.000 | 19.000 | 30.000 | 29.000 | 12834.000 | 16422.000 | 54.000 | 54.000 | 52.000 | 52.000 | 52.000 | 51.000 | 52.000 | 53.000
---------------------------------------------------------------- 
           timestamp,               FAN0 SP,    FAN1 SP,     FAN2 SP,    FAN3 SP,    FAN4 SP,    FAN5 SP,     FAN6 SP,   FAN7 SP,     FAN8 SP,    FAN9 SP,  FAN10 SP 
ALL FANS | 2025-08-14 15:36:22   | 12834.000 | 13386.000 | 12972.000 | 12834.000 | 12558.000 | 13110.000 | 13110.000 | 12834.000 | 16422.000 | 12420.000 | 12834.000
---------------------------------------------------------------- 
timestamp,            cpu_used,mem_used,disk_io
2025-08-14 15:36:22   | 13.48 |  20.37 |  0.00 |
---------------------------------------------------------------- 
timestamp,             Outlet T, Inlet T, CPU1 T, CPU2 T,   FAN0 SP,    FAN8 SP,   GPU0 T,  GPU1 T,  GPU2 T,  GPU3 T,  GPU4 T,  GPU5 T,  GPU6 T,  GPU7 T 
2025-08-14 15:36:35   | 26.000 | 19.000 | 30.000 | 29.000 | 12972.000 | 15456.000 | 56.000 | 56.000 | 55.000 | 54.000 | 55.000 | 53.000 | 54.000 | 55.000
---------------------------------------------------------------- 
           timestamp,               FAN0 SP,    FAN1 SP,     FAN2 SP,    FAN3 SP,    FAN4 SP,    FAN5 SP,     FAN6 SP,   FAN7 SP,     FAN8 SP,    FAN9 SP,  FAN10 SP 
ALL FANS | 2025-08-14 15:36:35   | 12972.000 | 13110.000 | 12558.000 | 12834.000 | 13110.000 | 12558.000 | 13110.000 | 12696.000 | 15456.000 | 12420.000 | 12696.000
---------------------------------------------------------------- 
timestamp,            cpu_used,mem_used,disk_io
2025-08-14 15:36:35   | 13.38 |  20.36 |  0.00 |
---------------------------------------------------------------- 
timestamp,             Outlet T, Inlet T, CPU1 T, CPU2 T,   FAN0 SP,    FAN8 SP,   GPU0 T,  GPU1 T,  GPU2 T,  GPU3 T,  GPU4 T,  GPU5 T,  GPU6 T,  GPU7 T 
2025-08-14 15:36:48   | 26.000 | 19.000 | 31.000 | 30.000 | 12972.000 | 16008.000 | 58.000 | 58.000 | 56.000 | 56.000 | 56.000 | 55.000 | 56.000 | 57.000
---------------------------------------------------------------- 
           timestamp,               FAN0 SP,    FAN1 SP,     FAN2 SP,    FAN3 SP,    FAN4 SP,    FAN5 SP,     FAN6 SP,   FAN7 SP,     FAN8 SP,    FAN9 SP,  FAN10 SP 
ALL FANS | 2025-08-14 15:36:48   | 12972.000 | 13110.000 | 12834.000 | 12834.000 | 12696.000 | 12558.000 | 13110.000 | 12834.000 | 16008.000 | 12834.000 | 12558.000
---------------------------------------------------------------- 
timestamp,            cpu_used,mem_used,disk_io
2025-08-14 15:36:48   | 13.76 |  20.36 |  0.00 |
---------------------------------------------------------------- 
