Timestamp          |GPU0_Temp|GPU0_TDP|GPU0_Thro|GPU1_Temp|GPU1_TDP|GPU1_Thro|GPU2_Temp|GPU2_TDP|GPU2_Thro|GPU3_Temp|GPU3_TDP|GPU3_Thro|GPU4_Temp|GPU4_TDP|GPU4_Thro|GPU5_Temp|GPU5_TDP|GPU5_Thro|GPU6_Temp|GPU6_TDP|GPU6_Thro|GPU7_Temp|GPU7_TDP|GPU7_Thro
2025-08-14 15:35:26|  29 C  | 45.00 W |  89 C  |  28 C  | 42.84 W |  89 C  |  27 C  | 43.02 W |  89 C  |  29 C  | 42.24 W |  89 C  |  28 C  | 44.21 W |  89 C  |  28 C  | 43.10 W |  89 C  |  28 C  | 44.88 W |  89 C  |  28 C  | 43.49 W |  89 C  
2025-08-14 15:35:29|  29 C  | 45.10 W |  89 C  |  28 C  | 42.85 W |  89 C  |  27 C  | 43.02 W |  89 C  |  29 C  | 42.34 W |  89 C  |  28 C  | 44.10 W |  89 C  |  28 C  | 43.00 W |  89 C  |  28 C  | 45.07 W |  89 C  |  28 C  | 43.49 W |  89 C  
2025-08-14 15:35:31|  29 C  | 45.01 W |  89 C  |  28 C  | 42.85 W |  89 C  |  27 C  | 42.92 W |  89 C  |  29 C  | 42.34 W |  89 C  |  28 C  | 44.10 W |  89 C  |  28 C  | 43.00 W |  89 C  |  28 C  | 44.86 W |  89 C  |  28 C  | 43.38 W |  89 C  
2025-08-14 15:35:33|  29 C  | 44.90 W |  89 C  |  28 C  | 42.84 W |  89 C  |  27 C  | 43.02 W |  89 C  |  29 C  | 42.34 W |  89 C  |  28 C  | 44.29 W |  89 C  |  28 C  | 43.00 W |  89 C  |  28 C  | 44.87 W |  89 C  |  28 C  | 43.38 W |  89 C  
2025-08-14 15:35:36|  30 C  | 66.73 W |  89 C  |  28 C  | 43.13 W |  89 C  |  27 C  | 43.11 W |  89 C  |  29 C  | 42.34 W |  89 C  |  28 C  | 44.29 W |  89 C  |  28 C  | 43.19 W |  89 C  |  28 C  | 44.97 W |  89 C  |  28 C  | 43.58 W |  89 C  
2025-08-14 15:35:39|  39 C  | 281.65 W |  89 C  |  36 C  | 298.93 W |  89 C  |  36 C  | 297.54 W |  89 C  |  38 C  | 285.38 W |  89 C  |  36 C  | 280.85 W |  89 C  |  36 C  | 286.32 W |  89 C  |  37 C  | 291.50 W |  89 C  |  36 C  | 299.81 W |  89 C  
2025-08-14 15:35:42|  40 C  | 280.39 W |  89 C  |  38 C  | 299.82 W |  89 C  |  38 C  | 295.48 W |  89 C  |  40 C  | 285.16 W |  89 C  |  37 C  | 269.77 W |  89 C  |  37 C  | 288.67 W |  89 C  |  39 C  | 291.11 W |  89 C  |  38 C  | 297.95 W |  89 C  
2025-08-14 15:35:44|  41 C  | 284.33 W |  89 C  |  40 C  | 299.43 W |  89 C  |  39 C  | 296.85 W |  89 C  |  41 C  | 285.76 W |  89 C  |  38 C  | 267.91 W |  89 C  |  39 C  | 290.14 W |  89 C  |  40 C  | 294.24 W |  89 C  |  40 C  | 298.83 W |  89 C  
2025-08-14 15:35:46|  43 C  | 283.14 W |  89 C  |  41 C  | 300.70 W |  89 C  |  40 C  | 285.10 W |  89 C  |  42 C  | 292.23 W |  89 C  |  39 C  | 270.16 W |  89 C  |  40 C  | 289.36 W |  89 C  |  41 C  | 296.10 W |  89 C  |  41 C  | 302.55 W |  89 C  
2025-08-14 15:35:49|  44 C  | 285.00 W |  89 C  |  42 C  | 301.49 W |  89 C  |  41 C  | 285.39 W |  89 C  |  44 C  | 293.21 W |  89 C  |  40 C  | 272.03 W |  89 C  |  41 C  | 290.43 W |  89 C  |  43 C  | 296.80 W |  89 C  |  42 C  | 302.85 W |  89 C  
2025-08-14 15:35:51|  44 C  | 283.34 W |  89 C  |  43 C  | 302.85 W |  89 C  |  42 C  | 284.91 W |  89 C  |  45 C  | 294.09 W |  89 C  |  41 C  | 273.00 W |  89 C  |  42 C  | 291.80 W |  89 C  |  44 C  | 296.60 W |  89 C  |  43 C  | 303.43 W |  89 C  
2025-08-14 15:35:54|  45 C  | 283.82 W |  89 C  |  44 C  | 288.27 W |  89 C  |  43 C  | 285.39 W |  89 C  |  46 C  | 291.44 W |  89 C  |  42 C  | 276.54 W |  89 C  |  43 C  | 292.79 W |  89 C  |  45 C  | 303.56 W |  89 C  |  44 C  | 305.88 W |  89 C  
2025-08-14 15:35:56|  46 C  | 287.83 W |  89 C  |  45 C  | 285.52 W |  89 C  |  44 C  | 289.61 W |  89 C  |  46 C  | 286.93 W |  89 C  |  43 C  | 277.03 W |  89 C  |  44 C  | 293.68 W |  89 C  |  45 C  | 297.58 W |  89 C  |  45 C  | 302.74 W |  89 C  
2025-08-14 15:35:58|  47 C  | 284.40 W |  89 C  |  46 C  | 304.02 W |  89 C  |  45 C  | 294.89 W |  89 C  |  47 C  | 294.97 W |  89 C  |  44 C  | 279.88 W |  89 C  |  45 C  | 294.06 W |  89 C  |  46 C  | 297.77 W |  89 C  |  46 C  | 294.33 W |  89 C  
2025-08-14 15:36:01|  48 C  | 290.59 W |  89 C  |  46 C  | 292.18 W |  89 C  |  45 C  | 293.12 W |  89 C  |  48 C  | 295.85 W |  89 C  |  45 C  | 280.75 W |  89 C  |  46 C  | 299.35 W |  89 C  |  47 C  | 300.61 W |  89 C  |  46 C  | 294.43 W |  89 C  
2025-08-14 15:36:03|  49 C  | 286.95 W |  89 C  |  47 C  | 305.10 W |  89 C  |  46 C  | 293.33 W |  89 C  |  49 C  | 297.03 W |  89 C  |  45 C  | 281.93 W |  89 C  |  47 C  | 300.32 W |  89 C  |  48 C  | 299.34 W |  89 C  |  47 C  | 294.52 W |  89 C  
2025-08-14 15:36:05|  50 C  | 286.47 W |  89 C  |  48 C  | 295.52 W |  89 C  |  47 C  | 293.63 W |  89 C  |  50 C  | 297.52 W |  89 C  |  46 C  | 281.23 W |  89 C  |  47 C  | 301.10 W |  89 C  |  49 C  | 302.87 W |  89 C  |  48 C  | 298.54 W |  89 C  
2025-08-14 15:36:08|  50 C  | 293.53 W |  89 C  |  49 C  | 294.23 W |  89 C  |  48 C  | 294.21 W |  89 C  |  50 C  | 292.13 W |  89 C  |  47 C  | 282.82 W |  89 C  |  48 C  | 299.92 W |  89 C  |  49 C  | 302.10 W |  89 C  |  49 C  | 299.31 W |  89 C  
2025-08-14 15:36:10|  51 C  | 294.41 W |  89 C  |  49 C  | 293.35 W |  89 C  |  48 C  | 294.40 W |  89 C  |  51 C  | 298.60 W |  89 C  |  47 C  | 283.71 W |  89 C  |  49 C  | 295.81 W |  89 C  |  50 C  | 292.77 W |  89 C  |  49 C  | 294.62 W |  89 C  
2025-08-14 15:36:12|  51 C  | 287.66 W |  89 C  |  50 C  | 295.71 W |  89 C  |  49 C  | 293.12 W |  89 C  |  52 C  | 299.19 W |  89 C  |  48 C  | 284.60 W |  89 C  |  49 C  | 296.69 W |  89 C  |  50 C  | 306.79 W |  89 C  |  50 C  | 299.82 W |  89 C  
2025-08-14 15:36:15|  52 C  | 290.99 W |  89 C  |  50 C  | 293.95 W |  89 C  |  50 C  | 299.02 W |  89 C  |  52 C  | 297.14 W |  89 C  |  48 C  | 283.69 W |  89 C  |  50 C  | 303.16 W |  89 C  |  51 C  | 300.51 W |  89 C  |  50 C  | 298.25 W |  89 C  
2025-08-14 15:36:17|  53 C  | 296.16 W |  89 C  |  51 C  | 296.50 W |  89 C  |  50 C  | 297.93 W |  89 C  |  53 C  | 302.32 W |  89 C  |  49 C  | 285.37 W |  89 C  |  51 C  | 303.83 W |  89 C  |  51 C  | 300.72 W |  89 C  |  51 C  | 297.86 W |  89 C  
