Timestamp          |GPU0_Temp|GPU0_TDP|GPU0_Thro|GPU1_Temp|GPU1_TDP|GPU1_Thro|GPU2_Temp|GPU2_TDP|GPU2_Thro|GPU3_Temp|GPU3_TDP|GPU3_Thro|GPU4_Temp|GPU4_TDP|GPU4_Thro|GPU5_Temp|GPU5_TDP|GPU5_Thro|GPU6_Temp|GPU6_TDP|GPU6_Thro|GPU7_Temp|GPU7_TDP|GPU7_Thro
2025-08-14 16:59:14|  28 C  | 44.39 W |  89 C  |  26 C  | 42.53 W |  89 C  |  25 C  | 42.51 W |  89 C  |  28 C  | 42.13 W |  89 C  |  27 C  | 44.10 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.53 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:16|  27 C  | 44.39 W |  89 C  |  26 C  | 42.44 W |  89 C  |  25 C  | 42.62 W |  89 C  |  28 C  | 41.94 W |  89 C  |  27 C  | 44.10 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:18|  27 C  | 44.48 W |  89 C  |  26 C  | 42.44 W |  89 C  |  25 C  | 42.62 W |  89 C  |  28 C  | 42.03 W |  89 C  |  27 C  | 44.10 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:21|  27 C  | 44.48 W |  89 C  |  26 C  | 42.43 W |  89 C  |  25 C  | 42.61 W |  89 C  |  28 C  | 42.04 W |  89 C  |  27 C  | 44.19 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.17 W |  89 C  
2025-08-14 16:59:23|  27 C  | 44.49 W |  89 C  |  26 C  | 42.34 W |  89 C  |  25 C  | 42.51 W |  89 C  |  28 C  | 42.03 W |  89 C  |  27 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.53 W |  89 C  |  26 C  | 43.17 W |  89 C  
2025-08-14 16:59:26|  27 C  | 44.38 W |  89 C  |  26 C  | 42.33 W |  89 C  |  25 C  | 42.52 W |  89 C  |  28 C  | 42.03 W |  89 C  |  27 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:28|  27 C  | 44.38 W |  89 C  |  26 C  | 42.33 W |  89 C  |  25 C  | 42.51 W |  89 C  |  28 C  | 42.14 W |  89 C  |  27 C  | 43.90 W |  89 C  |  26 C  | 42.60 W |  89 C  |  26 C  | 44.34 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:30|  27 C  | 44.48 W |  89 C  |  26 C  | 42.32 W |  89 C  |  25 C  | 42.51 W |  89 C  |  28 C  | 42.13 W |  89 C  |  27 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:33|  27 C  | 44.39 W |  89 C  |  26 C  | 42.42 W |  89 C  |  25 C  | 42.51 W |  89 C  |  28 C  | 41.93 W |  89 C  |  27 C  | 44.00 W |  89 C  |  26 C  | 42.60 W |  89 C  |  26 C  | 44.53 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:35|  27 C  | 44.48 W |  89 C  |  26 C  | 42.34 W |  89 C  |  25 C  | 42.62 W |  89 C  |  28 C  | 42.04 W |  89 C  |  27 C  | 44.00 W |  89 C  |  26 C  | 42.79 W |  89 C  |  26 C  | 44.55 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:37|  27 C  | 44.38 W |  89 C  |  26 C  | 42.33 W |  89 C  |  25 C  | 42.52 W |  89 C  |  28 C  | 42.03 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.04 W |  89 C  |  26 C  | 43.17 W |  89 C  
2025-08-14 16:59:40|  27 C  | 44.48 W |  89 C  |  26 C  | 42.33 W |  89 C  |  25 C  | 42.62 W |  89 C  |  28 C  | 41.93 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.14 W |  89 C  |  26 C  | 43.17 W |  89 C  
2025-08-14 16:59:42|  27 C  | 44.40 W |  89 C  |  26 C  | 42.34 W |  89 C  |  25 C  | 42.52 W |  89 C  |  28 C  | 41.93 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.60 W |  89 C  |  26 C  | 44.14 W |  89 C  |  26 C  | 42.98 W |  89 C  
2025-08-14 16:59:44|  27 C  | 44.39 W |  89 C  |  26 C  | 42.33 W |  89 C  |  25 C  | 42.62 W |  89 C  |  28 C  | 42.04 W |  89 C  |  26 C  | 43.90 W |  89 C  |  26 C  | 42.60 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:47|  27 C  | 44.39 W |  89 C  |  26 C  | 42.34 W |  89 C  |  25 C  | 42.52 W |  89 C  |  28 C  | 42.03 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.34 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:49|  27 C  | 44.40 W |  89 C  |  26 C  | 42.34 W |  89 C  |  25 C  | 42.52 W |  89 C  |  28 C  | 42.03 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 42.98 W |  89 C  
2025-08-14 16:59:51|  27 C  | 44.39 W |  89 C  |  26 C  | 42.44 W |  89 C  |  25 C  | 42.52 W |  89 C  |  28 C  | 42.03 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:54|  27 C  | 44.28 W |  89 C  |  26 C  | 42.43 W |  89 C  |  25 C  | 42.62 W |  89 C  |  28 C  | 42.04 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.53 W |  89 C  |  26 C  | 43.17 W |  89 C  
2025-08-14 16:59:56|  27 C  | 44.38 W |  89 C  |  26 C  | 42.44 W |  89 C  |  25 C  | 42.41 W |  89 C  |  28 C  | 41.94 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.53 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 16:59:58|  27 C  | 44.38 W |  89 C  |  26 C  | 42.34 W |  89 C  |  25 C  | 42.52 W |  89 C  |  28 C  | 41.93 W |  89 C  |  26 C  | 44.00 W |  89 C  |  26 C  | 42.60 W |  89 C  |  26 C  | 44.04 W |  89 C  |  26 C  | 43.17 W |  89 C  
2025-08-14 17:00:01|  27 C  | 44.28 W |  89 C  |  26 C  | 42.34 W |  89 C  |  25 C  | 42.51 W |  89 C  |  28 C  | 41.92 W |  89 C  |  26 C  | 44.10 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.08 W |  89 C  
2025-08-14 17:00:03|  27 C  | 44.28 W |  89 C  |  25 C  | 42.23 W |  89 C  |  25 C  | 42.41 W |  89 C  |  28 C  | 41.92 W |  89 C  |  26 C  | 43.90 W |  89 C  |  26 C  | 42.70 W |  89 C  |  26 C  | 44.14 W |  89 C  |  26 C  | 42.98 W |  89 C  
2025-08-14 17:00:06|  27 C  | 44.28 W |  89 C  |  25 C  | 42.33 W |  89 C  |  25 C  | 42.41 W |  89 C  |  28 C  | 41.92 W |  89 C  |  26 C  | 43.90 W |  89 C  |  26 C  | 42.60 W |  89 C  |  26 C  | 44.44 W |  89 C  |  26 C  | 43.08 W |  89 C  
